id,world_id,country,visit,purchase,download
3287,9,Italy,3,1,30
3288,9,United States,3,1,5
3289,9,Canada,2,0,9
3295,1,Belgium,1,0,20
3297,1,United States,2,0,0
3299,9,United States,0,0,0
3302,9,United States,0,0,2
3305,1,United States,2,1,20
3307,1,Germany,1,1,20
3309,1,United States,3,1,15
3312,9,United States,1,1,15
3314,1,United States,2,1,15
3315,1,United States,2,1,0
3318,9,United States,0,0,0
3325,9,United States,3,1,0
3328,1,United States,1,1,0
3329,1,United Kingdom,3,1,5
3334,1,United States,2,1,15
3337,9,United States,3,1,10
3338,9,United States,0,1,0
3341,9,United States,3,1,15
3343,9,Canada,3,1,4
3345,9,United States,3,1,5
3354,9,United States,1,1,20
3358,9,United States,3,1,30
3363,1,United States,3,0,11
3371,9,Ireland,1,0,0
3376,9,Poland,2,1,10
3378,9,United States,3,0,2
3380,1,United Kingdom,1,0,9
3381,9,United States,1,1,3
3385,9,United States,2,1,0
3399,9,United States,1,1,12
3402,9,United States,1,1,0
3403,9,United States,3,1,0
3414,9,United States,2,1,5
3421,9,United States,3,0,0
3422,1,United States,1,1,3
3423,9,United States,2,1,0
3424,1,United Kingdom,3,1,15
3425,9,United States,1,1,0
3426,9,United States,1,1,0
3427,9,United States,2,1,5
3434,1,United States,1,0,30
3439,9,United States,1,0,0
3440,1,United States,3,1,0
3444,9,United States,0,1,0
3447,9,China,2,0,10
3448,9,United States,1,1,0
3451,1,Australia,3,0,15
3456,9,United States,1,1,7
3460,9,United States,1,0,0
3470,1,United States,1,1,10
3474,9,United States,1,1,100
3478,9,United States,2,1,0
3480,9,Canada,0,0,0
3486,9,United States,1,1,30
3489,9,United States,1,1,0
3491,9,United States,1,1,2
3494,9,United States,1,1,7
3500,9,United States,2,1,5
3501,1,United States,2,1,3
3502,1,United States,3,1,10
3503,1,Canada,1,1,40
3512,9,United States,3,1,0
3516,1,United States,3,1,100
3517,1,United States,0,1,0
3523,1,United States,3,0,0
3529,9,United States,0,0,0
3533,9,United States,2,0,5
3535,9,United States,3,0,0
3536,9,United States,1,1,0
3546,9,United States,3,0,0
3555,9,United States,2,0,0
3557,1,Austria,1,0,90
3560,9,United States,2,1,0
3561,9,United States,1,1,20
3565,9,United States,3,1,30
3567,9,United States,2,1,3
3577,9,United States,1,1,0
3578,9,United States,2,1,12
3581,1,United States,2,0,0
3588,9,United States,2,1,25
3592,1,United States,0,0,0
3593,9,United States,2,0,2
3594,1,United Kingdom,2,1,20
3596,9,United Kingdom,1,1,0
3597,1,United States,3,1,0
3600,1,United States,3,1,10
3606,1,United States,3,1,20
3609,1,United States,2,1,0
3611,1,United States,1,0,0
3620,1,United States,3,1,45
3625,1,United States,1,1,5
3627,9,United States,1,1,0
3628,1,United States,0,0,6
3630,1,United States,2,0,10
3634,9,United States,2,0,2
3639,9,United States,1,1,2
3641,9,United States,2,0,0
3642,1,United States,1,0,5
3646,9,Canada,0,1,0
3654,9,United States,2,0,2
3655,9,United Kingdom,3,1,20
3663,1,United States,1,1,0
3664,9,United States,3,1,200
3672,9,United States,0,1,30
3683,9,United States,1,1,0
3687,1,United States,1,1,60
3688,9,United States,3,1,0
3689,9,Canada,1,1,5
3693,1,Canada,3,1,0
3695,1,United States,3,1,10
3697,9,United States,3,1,9
3700,9,United States,2,1,2
3703,1,United States,1,1,20
3707,9,United States,3,1,15
3711,9,Canada,2,1,0
3714,9,United States,1,1,3
3726,9,United States,3,1,0
3728,9,United States,2,1,200
3733,9,United States,3,1,0
3737,1,United States,2,1,15
3739,1,United States,1,1,40
3744,9,United States,3,1,4
3746,9,United States,2,0,0
3748,9,United States,3,1,2
3752,9,United States,2,1,10
3753,9,United States,1,0,0
3756,9,United States,1,1,20
3757,9,United States,3,1,300
3758,1,Canada,3,1,0
3761,9,United States,2,0,0
3763,1,United States,3,1,15
3766,9,United States,1,1,1
3767,9,United States,2,1,6
3771,9,United States,0,0,0
3773,9,United States,2,1,7
3778,9,United States,3,1,2
3779,9,United States,2,1,0
3782,9,United States,3,1,30
3783,9,United States,2,1,0
3788,9,United States,3,1,15
3790,1,United States,3,1,10
3791,9,United States,1,1,0
3794,9,United States,1,1,0
3795,1,United States,2,0,30
3796,9,United States,3,1,100
3798,9,Australia,3,1,50
3800,9,United States,2,0,0
3802,9,United States,2,1,2
3805,1,United States,2,1,0
3810,1,United States,0,0,0
3813,9,United Kingdom,3,1,0
3818,9,United States,0,1,0
3819,9,United Kingdom,2,1,3
3823,9,United States,3,1,0
3824,9,Bulgaria,3,1,1
3827,1,United States,1,0,0
3831,1,United States,1,0,5
3832,1,United States,3,1,5
3833,9,United States,3,1,0
3834,9,United States,3,0,36
3835,1,Canada,1,0,2
3837,1,United States,2,1,15
3849,1,United States,2,0,100
3852,1,United States,2,1,0
3853,1,United States,3,1,0
3855,1,United States,1,1,300
3860,9,United States,3,1,10
3861,9,United States,3,1,58
3863,9,United States,2,1,5
3867,9,United States,3,1,25
3868,9,United States,3,1,0
3870,9,Canada,1,1,9
3872,9,United States,1,1,0
3879,1,Georgia,2,0,0
3881,1,United Kingdom,1,0,5
3886,9,Canada,3,1,30
3892,9,United States,3,1,5
3894,9,United States,0,0,0
3896,9,United States,3,1,55
3899,1,United States,1,1,0
3901,1,United States,1,0,0
3903,9,United States,3,1,0
3906,9,United States,3,0,0
3908,9,United States,1,1,10
3909,9,Canada,3,1,0
3913,9,United States,2,1,8
3914,9,United States,3,1,0
3916,9,United States,3,1,20
3917,9,United States,1,0,0
3918,9,United States,2,1,0
3919,9,United States,1,1,0
3921,9,United States,3,1,20
3926,9,United States,3,0,100
3927,1,United States,1,1,0
3930,9,Philippines,1,0,50
3935,9,United States,1,0,0
3944,1,United States,1,1,2
3945,1,United States,3,1,0
3953,1,United States,3,1,16
3954,9,United States,2,1,5
3959,1,United States,3,1,5
3961,1,United States,1,0,0
3963,9,United States,3,1,2
3969,1,United States,1,1,5
3972,9,United States,2,1,0
3973,9,United States,2,1,8
3974,9,United States,3,1,0
3977,1,United States,2,0,5
3980,1,United States,3,1,5
3982,9,United States,2,1,3
3984,1,United States,2,1,20
3993,9,United States,2,1,5
3996,9,United States,3,1,0
4007,9,United States,1,0,0
4015,9,United States,2,0,0
4017,9,United States,0,0,0
4029,9,United States,2,1,3
4030,9,Canada,1,1,0
4042,1,United States,1,0,10
4043,9,United States,1,0,5
4046,9,United States,3,0,0
4048,1,United States,0,0,0
4052,9,United States,0,0,0
4056,9,United States,0,1,0
4060,9,United States,3,1,0
4062,9,United States,2,1,25
4069,9,United States,2,1,0
4072,9,United States,1,1,0
4073,9,United States,3,0,30
4079,9,United States,2,1,0
4083,9,United States,2,1,12
4087,9,United States,3,1,5
4088,9,United States,2,1,20
4091,9,United States,3,1,0
4095,1,United States,3,1,10
4100,1,Germany,3,0,5
4101,9,Italy,3,1,3
4102,1,United Kingdom,2,1,600
4106,9,United States,0,1,0
4107,9,United States,2,1,5
4108,9,United States,3,1,5
4110,1,United States,3,1,47
4113,1,United States,3,0,0
4114,9,United States,2,1,20
4118,1,Kazakhstan,2,1,0
4121,9,United Kingdom,3,1,0
4122,1,United States,3,1,22
4125,9,United States,3,0,5
4130,1,United States,1,1,20
4135,1,United Kingdom,1,1,0
4138,9,United States,3,1,3
4143,9,United States,3,1,50
4145,9,United States,3,1,2
4147,9,United States,1,0,10
4149,1,United States,1,1,50
4152,9,United States,3,1,10
4155,9,United States,1,1,100
4157,9,United States,2,1,0
4162,9,United States,2,0,1
4168,1,United States,2,1,20
4169,9,Canada,0,0,0
4170,9,United States,3,0,0
4173,1,United States,3,1,2
4175,9,United States,1,0,10
4176,9,United States,2,1,0
4181,1,United States,1,0,35
4183,9,United States,2,1,0
4192,1,United States,3,1,100
4193,9,United States,0,0,0
4194,9,United States,1,1,20
4195,9,United States,3,1,5
4198,9,United States,1,1,0
4200,9,New Zealand,2,0,0
4201,9,United States,3,1,0
4202,9,United States,1,1,10
4203,9,United States,2,1,10
4205,1,United States,3,0,0
4208,1,United States,3,1,0
4213,9,United States,2,0,35
4214,1,United States,2,0,0
4220,1,United States,3,1,1
4221,1,Australia,0,0,0
4223,9,Nauru,3,1,5
4234,9,United States,3,1,2
4235,1,United States,3,1,10
4236,9,United States,0,0,3
4238,9,Canada,3,1,1
4242,1,United States,2,1,2
4245,9,United States,1,0,0
4248,1,United States,3,1,0
4250,9,United States,1,0,0
4252,1,Portugal,3,1,920
4254,9,United States,1,0,0
4256,1,United States,0,0,0
4261,9,United States,2,1,0
4264,9,United States,1,1,0
4273,1,United States,3,1,28
4274,9,United States,3,1,20
4276,9,United States,1,0,20
4281,9,United States,0,0,0
4282,1,United States,2,1,35
4283,9,United States,1,0,0
4285,1,United States,1,1,9
4286,9,United States,1,1,9
4291,1,United States,2,1,0
4298,1,United States,2,0,0
4299,1,United States,3,1,10
4301,9,United States,3,1,20
4303,9,United States,3,1,0
4309,1,United States,2,1,50
4318,1,United States,0,0,0
4319,9,United States,1,1,7
4320,9,United Kingdom,3,1,5
4321,9,United States,3,1,100
4327,1,United States,2,0,0
4330,9,United States,0,0,0
4331,9,United States,2,0,0
4332,9,United States,2,1,20
4333,1,United States,1,1,5
4334,9,United States,2,1,45
4335,9,United States,1,0,0
4336,9,United States,1,1,2
4342,9,United States,3,1,4
4343,9,Canada,3,0,1
4350,9,United States,2,0,0
4360,9,United States,3,1,0
4362,9,United States,1,1,0
4373,9,United States,2,1,11
4375,9,Israel,0,1,10
4379,1,United States,1,1,1
4381,9,United States,3,1,0
4386,1,United States,3,0,0
4388,9,South Africa,1,1,0
4389,9,United Kingdom,3,1,10
4390,9,United Kingdom,2,0,6
4392,1,United States,3,1,245
4395,1,United States,2,1,0
4396,1,United States,3,1,150
4399,9,United States,0,1,0
4400,9,United States,3,1,35
4403,9,United States,1,0,78
4404,9,United States,2,0,0
4405,9,United States,3,0,25
4407,9,Australia,1,1,35
4413,1,United States,1,1,5
4414,9,United States,2,1,20
4418,9,United States,1,1,0
4426,9,United States,1,0,0
4427,9,United States,2,0,0
4439,9,United States,0,0,0
4444,9,United States,0,1,0
4446,9,Portugal,3,1,150
4448,9,United States,1,1,0
4449,9,United States,2,0,0
4453,9,United States,3,1,113
4454,1,United States,2,1,15
4456,1,United States,3,1,5
4457,1,United States,0,0,0
4461,9,United States,1,1,2
4467,1,United States,1,0,0
4469,9,Australia,3,0,1
4473,9,United States,3,1,50
4478,1,United States,1,1,0
4479,9,United States,2,1,15
4488,9,United States,3,1,2
4489,9,United States,3,1,25
4491,9,United States,3,1,0
4494,9,United States,3,1,0
4497,9,United States,2,0,0
4504,1,United Kingdom,3,1,15
4509,9,United States,3,0,0
4512,9,United Kingdom,1,1,45
4517,9,United States,2,1,0
4519,9,United States,2,1,30
4530,9,United States,3,0,30
4532,9,United States,3,1,15
4534,1,United States,2,1,4
4537,9,United States,3,1,20
4548,9,United States,1,1,0
4550,9,United States,2,1,0
4554,9,United States,3,1,100
4555,9,United States,3,0,0
4558,9,United States,3,0,0
4559,9,United States,3,1,0
4561,9,United States,1,1,30
4566,9,United States,1,1,20
4568,9,United States,2,1,10
4570,9,United States,1,1,0
4571,9,United States,1,1,50
4578,9,Philippines,0,0,0
4579,1,United States,3,1,180
4583,9,United States,2,1,10
4584,9,United States,0,0,0
4589,1,United States,3,1,5
4605,9,United States,3,0,0
4606,1,United States,3,1,10
4610,9,Albania,0,0,0
4612,1,United States,1,1,1
4622,9,United States,3,1,10
4623,9,United States,2,1,6
4632,9,United States,1,1,10
4634,9,United States,3,1,21
4635,1,United States,1,1,30
4638,9,United States,1,1,20
4642,1,United States,2,1,6
4649,9,United Kingdom,2,1,2
4654,1,United States,1,0,0
4655,9,United States,0,1,0
4656,1,United States,3,1,0
4660,1,United States,3,1,0
4666,1,Canada,3,1,25
4667,1,United States,2,1,6
4671,9,United States,3,0,0
4673,1,United States,3,1,0
4677,1,United States,1,1,0
4678,9,United States,3,1,17
4679,9,Canada,3,1,80
4682,9,Canada,1,1,30
4684,9,United States,3,1,20
4689,1,United States,1,0,0
4696,1,United States,3,0,45
4697,1,Lebanon,3,1,17
4704,1,United States,3,1,20
4705,9,United States,3,1,5
4715,9,Canada,1,0,0
4716,9,United States,3,0,20
4718,9,United States,2,1,150
4724,1,United States,3,1,20
4725,9,United States,1,1,10
4727,9,United States,1,0,1
4728,9,Trinidad,1,1,0
4737,9,United States,2,1,0
4742,1,United States,0,0,20
4744,1,United States,1,1,2
4749,1,United States,3,1,7
4750,1,United States,1,1,20
4753,1,United States,3,1,0
4755,9,United States,1,1,12
4757,9,United States,3,1,0
4760,1,United States,2,1,0
4767,9,United States,0,0,0
4769,9,United States,3,1,50
4770,1,United States,3,1,0
4771,1,Barbados,0,1,3
4780,9,United States,2,1,54
4781,1,Australia,3,1,3
4788,9,United States,3,1,7
4797,9,United States,1,1,200
4804,9,United States,1,0,0
4807,1,United States,1,1,0
4809,9,United States,2,1,0
4813,1,United States,3,1,60
4815,9,United States,2,0,1000
4818,9,Zambia,1,1,0
4827,9,United Kingdom,3,1,5
4833,9,United States,3,0,35
4843,9,United States,2,1,24
4844,9,United States,0,0,0
4850,9,United States,0,1,0
4856,9,United States,0,0,0
4860,9,United States,1,0,0
4868,9,United States,1,1,1
4874,9,United States,3,1,0
4880,9,New Zealand,2,0,10
4882,1,United States,2,0,0
4883,1,United States,1,0,100
4886,1,United States,0,1,0
4887,9,United States,3,1,0
4892,9,United States,3,1,14
4893,9,United States,3,0,200
4896,9,United States,3,1,2
4899,1,United States,1,1,0
4901,9,United States,3,1,0
4905,9,United States,0,1,5
4907,9,Canada,2,1,10
4908,9,United States,3,1,0
4910,9,Bahrain,1,1,25
4911,9,United States,3,0,0
4914,9,Canada,2,1,0
4924,9,United States,2,1,100
4930,1,United States,2,1,15
4934,9,United States,2,1,0
4937,1,United States,2,1,0
4940,9,United States,2,1,0
4941,9,United States,2,0,18
4942,9,United States,1,1,0
4943,9,United States,1,1,0
4944,9,United States,3,1,30
4947,9,Canada,1,1,10
4950,1,United States,0,1,0
4957,9,United States,1,1,5
4960,9,United States,1,1,32
4961,9,United States,0,0,500
4981,1,United States,2,1,0
4989,9,United Kingdom,1,0,0
4995,9,United States,0,0,2
4999,9,United States,0,0,0
5002,9,United States,2,1,30
5003,9,United States,2,1,0
5006,9,United States,1,1,25
5007,9,United States,1,1,4
5009,9,United Kingdom,0,1,45
5018,9,United States,3,1,1
5028,9,United States,3,1,3
5030,9,United States,1,0,5
5032,9,United States,1,1,15
5033,1,United States,1,0,0
5038,9,United States,3,1,1
5052,9,United States,3,1,20
5058,1,Canada,2,0,1
5061,9,United States,0,0,0
5067,9,United States,2,1,18
5073,9,United States,2,0,0
5076,9,United States,2,1,0
5080,9,Australia,2,1,5
5085,9,United States,3,1,22
5089,9,United States,1,1,0
5091,9,United States,1,0,12
5093,9,United States,1,1,0
5094,9,United States,0,0,0
5095,1,United States,1,1,80
5096,1,United States,1,1,0
5098,9,United States,1,0,2
5100,1,United States,2,1,5
5102,1,Australia,3,0,5
5104,9,United States,0,0,0
5111,9,United Kingdom,3,1,5
5114,9,Canada,3,1,20
5115,1,United States,3,0,0
5117,9,United States,0,1,25
5118,9,United States,3,1,5
5119,9,United States,1,1,0
5120,9,United States,3,0,36
5122,9,United States,3,1,0
5125,9,United States,3,1,143
5130,9,United States,3,1,10
5138,9,United States,1,1,1
5147,1,United States,3,0,2
5152,1,Canada,1,0,20
5153,9,United States,2,1,13
5155,9,United States,2,1,0
5166,9,United States,1,1,5
5168,9,United States,2,1,0
5173,9,United States,1,1,0
5175,9,United States,2,1,0
5176,1,United Kingdom,1,1,1
5178,9,United States,3,1,15
5185,9,United States,0,0,250
5190,1,United States,2,1,50
5192,9,Canada,2,0,4
5194,1,United States,1,0,0
5198,9,United States,1,0,0
5200,9,United States,0,0,0
5201,9,United States,1,1,8
5203,9,United States,3,0,0
5205,9,United States,2,1,0
5206,1,United Kingdom,3,1,2
5208,9,United States,2,1,10
5210,1,United States,2,1,2
5212,9,United States,3,1,0
5215,1,United States,1,0,0
5219,9,United States,1,1,25
5228,9,United States,2,1,300
5229,1,United States,1,1,0
5232,9,Australia,3,1,39
5242,9,Switzerland,3,0,0
5244,1,Israel,1,1,0
5259,9,Israel,2,1,60
5261,9,Israel,3,1,200
5264,1,Israel,1,1,10
5276,9,United States,1,1,0
5279,1,Israel,3,1,30
5280,9,United States,3,1,0
5281,9,Israel,1,1,20
5284,9,United States,2,1,59
5288,9,Israel,1,1,100
5293,1,Israel,3,1,60
5295,9,Israel,3,1,20
5301,1,United States,3,1,10
5303,1,Israel,1,1,2
5307,9,Israel,0,0,0
5308,9,Israel,2,1,2
5309,9,United States,1,1,0
5313,1,United States,3,1,100
5317,9,United States,1,0,0
5319,9,Israel,3,1,5
5320,9,United States,3,1,4
5323,9,United States,3,1,0
5328,9,Canada,1,1,0
5330,1,Israel,1,0,0
5336,9,Israel,1,0,0
5338,9,United States,1,1,10
5344,9,United Kingdom,3,1,0
5345,9,United States,2,0,20
5347,9,Israel,3,0,15
5354,9,Israel,3,1,500
5356,9,United States,2,1,15
5358,9,Barbados,1,1,200
5360,9,United States,3,1,25
5361,9,United States,3,1,0
5362,1,United States,1,1,0
5363,9,Canada,3,0,2
5370,1,United States,0,0,0
5377,1,Israel,2,1,5
5379,1,United States,3,1,465
5380,1,United States,1,1,0
5385,9,United States,3,1,30
5386,9,United States,2,0,1
5388,9,United States,3,1,1000
5390,1,United States,1,0,0
5395,1,Canada,1,1,2
5398,9,Canada,3,1,0
5402,9,Israel,1,0,500
5404,1,United States,3,1,1
5405,9,United States,3,1,35
5406,9,Canada,3,1,5
5410,9,United States,0,1,0
5418,9,United States,1,0,0
5422,1,American Samoa,3,0,10
5428,9,China,3,1,30
5430,1,Israel,1,1,12
5436,9,United States,0,0,0
5437,1,United States,0,0,0
5443,9,United States,3,1,0
5444,1,Portugal,1,1,100
5447,9,United States,3,1,0
5452,9,United States,2,0,30
5458,9,United States,2,1,0
5468,9,United States,1,0,1
5470,1,United States,3,0,1
5479,1,United States,3,1,3
5487,9,United States,2,0,15
5492,1,United States,0,1,0
5496,1,United States,1,1,1
5501,1,United States,3,1,3
5504,9,United States,1,0,0
5506,9,United States,1,1,90
5508,1,United States,1,1,3
5509,9,United States,2,1,25
5510,9,United States,2,1,0
5511,9,United States,3,1,0
5512,1,United States,3,1,0
5523,9,United States,3,1,1
5524,9,United States,1,0,0
5526,9,Bermuda,2,1,15
5527,9,United States,3,1,2000
5532,9,Nepal,1,1,6
5534,9,Australia,3,1,10
5537,9,United States,1,1,5
5544,1,United States,1,0,0
5559,1,United States,1,0,2
5566,9,United States,3,1,0
5568,9,United States,0,0,0
5570,9,United States,3,0,0
5572,9,United Kingdom,1,0,0
5577,1,United States,3,1,0
5579,1,United States,1,1,0
5581,1,United States,1,1,150
5582,9,United States,1,1,50
5585,1,United States,3,1,20
5595,9,United States,2,1,20
5600,9,United States,1,0,0
5603,1,United States,3,1,2
5605,9,United States,2,1,0
5615,1,United States,1,1,0
5617,9,United States,2,1,0
5618,1,United States,1,1,0
5621,1,United States,3,0,0
5622,9,United States,2,1,0
5626,9,Canada,1,0,5
5631,9,United States,1,0,0
5634,9,United States,2,0,0
5639,9,United States,1,0,0
5642,1,United States,3,1,2
5647,9,United States,3,1,20
5648,9,United States,3,1,20
5655,9,United States,1,1,15
5656,1,Australia,1,0,10
5664,9,United Kingdom,2,1,0
5666,9,United States,0,0,0
5667,9,United States,2,1,500
5670,1,United States,3,1,80
5674,9,United States,2,1,0
5675,9,United States,2,1,25
5679,9,United States,2,1,75
5682,9,United States,1,0,0
5683,1,United States,1,1,0
5687,9,Israel,3,1,30
5689,9,Brazil,3,0,0
5690,1,Portugal,1,0,100
5691,9,Portugal,3,1,10
5695,9,United States,2,1,0
5699,1,United States,1,0,0
5701,9,United States,0,0,1
5705,1,United States,0,1,1
5709,1,United States,3,1,30
5713,9,United States,3,0,0
5717,9,United States,1,1,0
5718,9,United States,3,1,2
5723,9,United States,3,1,100
5726,1,United States,1,1,26
5727,9,United States,3,1,15
5731,9,United States,2,1,0
5733,9,Canada,1,1,30
5735,1,United States,0,1,16
5736,9,Canada,1,1,20
5738,1,New Zealand,3,1,5
5747,9,United States,3,1,19
5748,9,United Kingdom,0,0,0
5758,9,United Kingdom,3,1,75
5759,1,United States,3,1,2
5760,9,United States,2,0,18
5765,9,United States,0,1,0
5768,9,United States,1,1,21
5769,9,United Kingdom,3,1,1
5770,9,Israel,3,1,100
5772,9,United States,1,1,32
5778,9,United States,1,1,20
5783,9,United States,3,1,0
5785,9,United States,3,1,15
5789,9,Canada,3,1,90
5790,9,United States,1,1,0
5797,9,United States,0,0,3
5798,9,United States,2,1,0
5801,9,United States,3,1,11
5804,9,United States,3,1,60
5812,9,United States,3,1,4
5819,9,United States,1,1,25
5820,9,United States,2,0,0
5828,9,United States,2,1,3
5830,9,Australia,3,1,30
5832,9,United States,2,1,10
5834,9,United States,2,0,0
5835,9,United States,0,1,12
5840,1,United States,1,0,1
5842,9,United States,3,1,10
5844,9,United States,3,1,2
5849,9,United States,3,1,10
5850,9,United States,1,1,20
5851,1,United States,0,0,0
5852,1,United States,2,1,0
5853,1,United States,1,1,25
5856,9,United States,2,1,22
5862,9,United States,2,0,20
5867,9,United States,2,1,0
5872,9,United States,1,1,0
5874,9,United States,1,1,0
5880,1,United States,1,0,0
5882,9,United States,3,1,16
5888,1,United States,1,0,0
5890,9,United States,3,1,100
5891,9,United States,1,1,71
5896,9,United States,3,1,2
5899,1,United States,2,1,0
5901,9,United States,3,0,0
5907,9,United States,3,1,0
5909,1,Canada,1,1,50
5914,1,United States,2,1,4
5915,9,United States,1,1,0
5917,9,United States,0,1,20
5920,1,Israel,1,0,1
5921,9,United Kingdom,1,0,40
5924,9,United States,3,1,0
5932,9,United States,2,1,3
5937,1,United States,3,1,10
5938,1,United States,3,1,5
5941,1,United States,2,1,3
5942,9,United States,2,1,0
5943,9,United States,3,1,0
5946,1,New Zealand,3,1,0
5954,1,United States,3,1,0
5958,9,Canada,3,1,20
5959,1,United States,1,1,0
5960,9,United States,2,1,9
5962,9,United States,3,1,50
5964,1,United States,2,0,0
5965,9,United States,3,1,0
5966,9,United States,2,1,0
5969,1,United States,3,1,15
5980,9,United States,1,1,10
5984,1,United States,1,1,10
5988,1,New Zealand,0,0,0
5990,9,United States,2,0,0
6006,9,United States,1,0,4
6009,1,United States,1,1,0
6011,9,United States,0,0,0
6014,9,United States,2,0,3
6018,1,United States,2,1,10
6019,9,United States,1,1,40
6020,1,United States,2,1,20
6023,9,United States,3,1,2
6026,9,Canada,2,1,0
6027,9,Israel,1,1,10
6028,9,United States,0,0,10
6041,9,United States,3,1,200
6043,9,United States,3,1,0
6044,9,United States,0,0,2
6047,9,United States,3,1,0
6048,9,United States,0,0,20000
6050,9,Australia,1,1,2
6054,9,United Kingdom,1,1,0
6063,1,United States,1,1,20
6067,9,New Zealand,1,1,12
6069,9,Canada,3,1,12
6073,9,United States,0,1,0
6074,1,Canada,3,0,0
6080,9,Australia,2,1,0
6086,9,United States,3,1,20
6090,9,United States,3,1,20
6091,9,United Kingdom,3,1,20
6093,9,United States,1,1,18
6097,9,United Kingdom,1,1,10
6106,1,Canada,3,1,25
6112,9,United States,3,1,20
6118,1,Canada,3,1,24
6121,9,United States,1,0,0
6126,9,United States,1,0,0
6129,9,United States,2,1,0
6130,1,Canada,3,1,100
6132,1,United States,0,1,0
6136,1,United States,1,1,3
6143,9,Puerto Rico,3,1,3
6147,1,Canada,2,1,20
6148,1,United States,3,0,0
6149,9,United States,1,1,1
6151,1,United States,3,1,5
6159,1,United States,2,0,2
6163,9,United States,1,0,0
6164,9,United States,1,1,0
6167,1,United States,3,0,1
6171,9,United States,2,0,0
6175,1,United States,0,0,0
6176,9,United States,3,0,6
6177,1,United States,3,1,15
6182,1,United Kingdom,2,1,50
6183,9,United States,0,0,2
6184,9,United States,0,0,0
6185,9,United States,2,1,45
6189,9,United States,3,0,0
6190,9,United States,3,1,6
6196,1,United States,3,1,0
6198,9,United States,2,1,0
6199,1,United States,1,1,0
6201,9,United States,3,1,0
6203,9,United States,2,1,0
6206,9,United States,2,1,0
6208,9,United States,3,1,0
6210,1,United States,2,1,0
6212,9,United States,3,1,0
6220,9,United States,3,1,30
6224,9,United States,1,1,14
6225,1,Indonesia,1,0,12
6228,1,United States,3,1,0
6230,1,United States,1,1,0
6232,9,United States,3,1,15
6233,9,United States,2,1,0
6236,1,United States,1,0,0
6237,9,United Kingdom,3,1,2
6238,1,United States,0,0,0
6243,9,United States,1,0,0
6244,9,United States,3,1,0
6245,9,Australia,3,1,12
6248,1,United States,3,1,10
6251,9,United States,1,1,0
6255,9,United States,2,1,0
6256,1,United States,1,0,50
6261,9,United States,2,1,0
6264,1,United States,3,1,3
6268,9,United States,3,1,10
6270,9,United States,1,0,5
6271,9,United States,1,0,0
6286,9,United States,3,1,25
6288,1,United States,0,0,26
6291,1,United States,0,0,0
6292,1,United States,2,0,0
6294,9,New Zealand,3,1,12
6296,9,United States,3,1,0
6297,9,United States,3,0,20
6298,9,United States,0,1,10
6299,9,United States,0,1,0
6302,9,United States,1,0,0
6304,9,United States,1,1,3
6307,1,United States,1,0,5
6309,9,United States,2,1,2
6312,9,United States,3,1,45
6313,9,United States,1,0,4
6317,9,United States,2,0,0
6318,9,United States,2,0,0
6324,9,United States,3,1,0
6327,9,United States,2,1,0
6333,9,United States,3,0,9
6337,9,United States,1,1,51
6339,9,United States,0,0,0
6340,9,United States,1,0,0
6343,9,United States,0,1,0
6347,9,United States,2,1,113
6348,9,Australia,2,0,8
6352,9,India,0,0,2
6356,9,United States,2,1,3
6360,9,United States,3,1,5
6379,1,United States,2,1,10
6380,9,United States,3,1,0
6384,9,New Zealand,2,1,2
6386,9,United States,3,1,20
6389,9,United States,1,1,0
6391,1,United States,3,1,3
6392,9,United States,3,1,100
6393,9,United States,1,0,0
6397,1,United States,3,1,200
6398,1,United States,1,0,20
6400,9,United States,3,1,0
6402,9,United States,1,1,0
6403,1,United States,3,1,0
6404,1,United States,3,1,200
6409,9,United States,3,1,20
6410,1,United States,1,1,15
6416,9,United States,2,1,0
6418,1,United States,1,0,100
6419,1,United States,2,1,0
6420,9,New Zealand,2,0,0
6421,9,United States,2,1,0
6422,9,United States,2,1,0
6429,9,United States,1,0,0
6430,9,United States,3,0,2
6435,9,United States,3,1,70
6438,1,United States,2,1,2
6445,9,United States,3,0,0
6457,9,United States,1,0,0
6458,1,United States,3,0,0
6460,9,United States,0,0,10
6463,9,United States,1,0,0
6469,9,United States,3,1,0
6470,1,United States,3,0,2
6479,9,United States,3,1,0
6481,1,United States,2,1,10
6488,9,United States,1,1,0
6494,9,United States,3,1,2
6497,1,United States,0,1,30
6500,9,United States,1,1,20
6503,9,Portugal,2,0,0
6504,9,United States,1,0,20
6506,9,United States,2,1,1
6509,1,United Kingdom,2,0,0
6521,1,United States,3,1,0
6524,9,United Kingdom,3,0,40
6525,9,Canada,1,0,28
6529,1,United Kingdom,3,1,17
6530,9,United States,2,1,35
6531,1,United States,3,1,15
6537,9,United States,3,0,10
6538,9,United States,1,1,7
6544,9,United States,2,1,50
6545,9,United States,3,0,0
6548,9,United States,3,1,20
6549,9,United States,3,0,10
6553,1,United States,1,1,0
6560,9,United States,3,1,10
6562,9,Canada,3,1,0
6565,1,United States,3,1,0
6566,9,Malaysia,1,1,10
6571,9,United States,2,1,0
6572,9,United Kingdom,0,0,0
6573,9,United States,3,1,5
6574,9,United States,3,1,15
6584,9,United States,2,1,0
6585,1,United States,3,0,5
6590,9,United States,3,1,45
6592,1,Canada,1,0,100
6609,1,United States,1,0,25
6612,9,United States,1,0,15
